review_id,product_id,review_texts,ratings
REV_00481,PROD_048,"Needed a replacement for my old one. I was worried about the sizing, but it fits perfectly. Absolutely worth the money.",4
REV_00482,PROD_050,"Got this as a gift. Wasn't sure if it would match the photos, and the color is definitely off. I'll be returning it.",2
REV_00483,PROD_024,"Got this as a gift. Hesitant about the material, and it does feel a bit cheap. Not worth the price tag.",1
REV_00484,PROD_046,"Got this as a gift. Thought it might arrive late, but shipping was fast. Great value for the price.",5
REV_00485,PROD_050,"Saw an ad and decided to treat myself. Wasn't sure if it would match the photos, but it looks exactly the same. Absolutely worth the money.",4
REV_00486,PROD_015,"Needed a replacement for my old one. Hesitant about the material, but it feels premium. Absolutely worth the money.",4
REV_00487,PROD_045,"I bought this for an upcoming trip. Hesitant about the material, but it feels premium. Highly recommend it to anyone.",5
REV_00488,PROD_023,"I bought this for an upcoming trip. Hesitant about the material, but it feels premium. Exceeded my expectations.",5
REV_00489,PROD_046,"Saw an ad and decided to treat myself. Thought it might arrive late, but shipping was fast. Exceeded my expectations.",5
REV_00490,PROD_012,"Needed a replacement for my old one. Wasn't sure if it would match the photos, but it looks exactly the same. Highly recommend it to anyone.",4
REV_00491,PROD_008,"Saw an ad and decided to treat myself. Hesitant about the material, but it feels premium. Absolutely worth the money.",5
REV_00492,PROD_016,"I bought this for an upcoming trip. Hesitant about the material, but it feels premium. Exceeded my expectations.",4
REV_00493,PROD_033,"I bought this for an upcoming trip. Hesitant about the material, but it feels premium. Absolutely worth the money.",4
REV_00494,PROD_009,"Got this as a gift. I was worried about the sizing, and unfortunately it runs way too small. I'll be returning it.",1
REV_00495,PROD_036,"Saw an ad and decided to treat myself. I was worried about the sizing, but it fits perfectly. Highly recommend it to anyone.",5
REV_00496,PROD_041,"Saw an ad and decided to treat myself. Wasn't sure if it would match the photos, and the color is definitely off. Wouldn't recommend wasting your money.",2
REV_00497,PROD_017,"Been looking for something like this for weeks. I was worried about the sizing, but it fits perfectly. Exceeded my expectations.",4
REV_00498,PROD_044,"Got this as a gift. Hesitant about the material, but it feels premium. Highly recommend it to anyone.",4
REV_00499,PROD_036,"Been looking for something like this for weeks. Hesitant about the material, but it feels premium. Absolutely worth the money.",4
REV_00500,PROD_008,"I bought this for an upcoming trip. Wasn't sure if it would match the photos, and the color is definitely off. I'll be returning it.",1
